"title","gmd_name","edition","isbn_issn","publisher_name","publish_year","collation","series_title","call_number","language_name","place_name","classification","notes","image","sor","authors","topics","item_code"
"AFRICAN GRASSLANDS","book","","","","","","","","English","","","","","","<CHRISTINA LONGMAN>","","<SLT055>"
"WILD ANIMALS","book","","","","","","","","English","","","","","","<CHILDS FIRST LIBRARY>","","<SLT054>"
"STUDENT ATLAS","book","","","","","","","","English","","","","","","<OXFORD>","","<SLT053>"
"OUTER SPACE","book","","","","","","","","English","","","","","","<HARRY FORD AND BARNHAM>","","<SLT052>"
"MUSLIM SCIENCE","book","","","","","","","","English","","","","","","<SYED QASIM MEHMOOD>","","<SLT051>"
"SICOVERY DINOSAURS","book","","","","","","","","English","","","","","","<MICHAEL BENTON>","","<SLT050>"
"INVENTIONS","book","","","","","","","","English","","","","","","<BRITANNICA FAMILY>","","<SLT049>"
"THE INCREDIBLES","book","","","","","","","","English","","","","","","<DISNEY>","","<SLT048>"
"THE USBORNE FIRST ENCYLOPEDIA OF SCIENCE","book","","","","","","","","English","","","","","","<RACHEL FIRTH>","","<SLT047>"
"FUTURE","book","","","","","","","","English","","","","","","<MICHAEL TAMBINI>","","<SLT046>"
"MERCURY AND VENUS","book","","","","","","","","English","","","","","","<ROBIN KERROD>","","<SLT045>"
"ASTEROIDS COMETS AND METEORS","book","","","","","","","","English","","","","","","<ROBIN KERROD>","","<SLT044>"
"THE MOON","book","","","","","","","","English","","","","","","<ROBIN KERROD>","","<SLT043>"
"JUPITER","book","","","","","","","","English","","","","","","<ROBIN KERROD>","","<SLT042>"
"URANUS NEPTUNE AND PLUTO","book","","","","","","","","English","","","","","","<ROBIN KERROD>","","<SLT041>"
"THE SUN","book","","","","","","","","English","","","","","","<ROBIN KERROD>","","<SLT040>"
"PLANET EARTH","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT039>"
"THE LIVING WORLD","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT038>"
"SCIENCE AND THE UNIVERSE","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT037>"
"ANCIENT WORLDS","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT036>"
"OUR WORLD AND ITS PEOPLE","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT035>"
"THE ANIMAL KINGDOM","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT034>"
"QUESTION AND ANSWERS","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT033>"
"TECHNOLOGY AND TRANSPORT","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT032>"
"THE NATURAL WORLD","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT031>"
"WORLD HISTORY","book","","","","","","","","English","","","","","","<PIONEER HOUSE>","","<SLT030>"
"SKILLS HANDBOOK","book","","","","","","","","English","","","","","","<NANCY BALGAUNO>","","<SLT029>"
"THE WORLD OF ASTRONOMY","book","","","","","","","","English","","","","","","<CAROLE STOTT>","","<SLT028>"
"JUPITER","book","","","","","","","","English","","","","","","<DANA MEACHEN>","","<SLT027>"
"DESTINATION MARS","book","","","","","","","","English","","","","","","<HARPER COLLINS>","","<SLT026>"
"MARS","book","","","","","","","","English","","","","","","<DANA MEACHEN>","","<SLT025>"
"VENUS","book","","","","","","","","English","","","","","","<DANA MEACHEN>","","<SLT024>"
"HOW MY BODY WORKS","book","","","","","","","","English","","","","","","<BURNS>","","<SLT023>"
"TIMES JUNIOR SCIENCE ENCYCLOPEDIA","book","","","","","","","","English","","","","","","<KEITH>","","<SLT022>"
"LIVING PLANET","book","","","","","","","","English","","","","","","<ARCTURUS>","","<SLT021>"
"SPACE","book","","","","","","","","English","","","","","","<ARCTURUS>","","<SLT020>"
"QUESTION AND ANSWERS SPACE","book","","","","","","","","English","","","","","","<ARCTURUS>","","<SLT019>"
"INCREDIBLE FACTS ENCYCLOPEDIA","book","","","","","","","","English","","","","","","<SHREE BOOK CENTRE>","","<SLT018>"
"THE WONDERFUL WORLD OF KNOWLEDGE DINOSAURS","book","","","","","","","","English","","","","","","<DISNEP>","","<SLT017>"
"PLANET EARTH ENCYCLOPEDIA","book","","","","","","","","English","","","","","","<LOUSIE SPILSBURY>","","<SLT016>"
"YOU DID NEVER BELIEVE IT","book","","","","","","","","English","","","","","","<HELEN TAYLOR>","","<SLT015>"
"TELL ME ABOUT","book","","","","","","","","English","","","","","","<OCTUPUS PUBLISHER>","","<SLT014>"
"TELL ME ABOUT","book","","","","","","","","English","","","","","","<OCTUPUS PUBLISHER>","","<SLT013>"
"TELL ME WHY","book","","","","","","","","English","","","","","","<OCTUPUS PUBLISHER>","","<SLT012>"
"TELL ME WHEN","book","","","","","","","","English","","","","","","<OCTUPUS PUBLISHER>","","<SLT011>"
"TELL ME WHEN","book","","","","","","","","English","","","","","","<OCTUPUS PUBLISHER>","","<SLT010>"
"EXPLORING SATURN","book","","","","","","","","English","","","","","","<DAN BORTOLOTTI>","","<SLT009>"
"URANUS","book","","","","","","","","English","","","","","","<RON MILLER>","","<SLT008>"
"SATURN","book","","","","","","","","English","","","","","","<RON MILLER>","","<SLT007>"
"HUMAN BODY ENCYCLOPEDIA","book","","","","","","","","English","","","","","","<STEVE PARKER>","","<SLT006>"
"YOU NEED THIS BOOK TO GET WHAT YOU WANT","book","","","","","","","","English","","","","","","<MARK PALMER>","","<SLT005>"
"COMPLETE BOOK OF FACTS","book","","","","","","","","English","","","","","","<WILLIAM COLLINS>","","<SLT004>"
"ALLAH KI NISHANIYA","book","","","","","","","","","","","","","","<HAROON>","","<SLT003>"
"QURAN REHNUMA E SCIENCE","book","","","","","","","","","","","","","","<HAROON>","","<SLT002>"
"ENZYMES","book","","","","","","","","English","","","","","","<D A LOPEZ>","","<SLT001>"
"AYAT USH SHIFA","book","","","","","","","","","","","","","","<ITREB>","","<QNH031>"
"LUGAT UL QURAN","book","","","","","","","","","","","","","","<ITREB>","","<QNH030>"
"QURAN AL KARIM","book","","","","","","","","","","","","","","<ITREB>","","<QNH029>"
"AYAAT E QURANI","book","","","","","","","","","","","","","","<ITREB>","","<QNH028>"
"AYAAT E QURANI","book","","","","","","","","","","","","","","<ITREB>","","<QNH027>"
"QURAN THE FUNDAMENTAL LAW OF HUMAN LIFE","book","","","","","","","","English","","","","","","<ITREB>","","<QNH026>"
"AYAAT E QURANI","book","","","","","","","","","","","","","","<ITREB>","","<QNH025>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<ITREB>","","<QNH024>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<ITREB>","","<QNH023>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<ITREB>","","<QNH022>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<ITREB>","","<QNH021>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<ITREB>","","<QNH020>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<ITREB>","","<QNH019>"
"DARUS SALAM","book","","","","","","","","","","","","","","<ITREB>","","<QNH018>"
"NAAR E JAHANUM","book","","","","","","","","","","","","","","<MAWLANA WAHEED ULDIN KHAN>","","<QNH017>"
"AYAAT UL SADAH","book","","","","","","","","","","","","","","<ITREB>","","<QNH016>"
"AYAAT UL SADAH","book","","","","","","","","","","","","","","<ITREB>","","<QNH015>"
"SIRAT E MUSTAQEEM","book","","","","","","","","","","","","","","<MOHAMMAD JAMIL KHAN>","","<QNH014>"
"QURAN E KARIM","book","","","","","","","","","","","","","","<FATA MOHAMMAD KHAN JALANDHARI>","","<QNH013>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<RANGEEN TAJWAIDI>","","<QNH012>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<RANGEEN TAJWAIDI>","","<QNH011>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<RANGEEN TAJWAIDI>","","<QNH010>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<RANGEEN TAJWAIDI>","","<QNH009>"
"PAANJ PAARA","book","","","","","","","","","","","","","","<RANGEEN>","","<QNH008>"
"STORIES FROM THE QURAN","book","","","","","","","","English","","","","","","<SAJEDA ZAIDI>","","<QNH007>"
"MAUJAZATI QURANI","book","","","","","","","","","","","","","","<HAROON YIJII>","","<QNH006>"
"DARAS E QURAN","book","","","","","","","","","","","","","","<MOWLANA ASIF QASMI SAHAB>","","<QNH005>"
"KASAS UL QURAN","book","","","","","","","","","","","","","","<THE CHILDRENIC QURANI SOCIETY>","","<QNH004>"
"NOORANI QUAIDA","book","","","","","","","","","","","","","","<RAHMAN BOOK HOUSE>","","<QNH003>"
"SHISH DAA SURAH SHARIF","book","","","","","","","","","","","","","","<PAK COMPANY REGISTER>","","<QNH002>"
"MASNUN E WAHZAIF","book","","","","","","","","","","","","","","<AMNA FEROZ FOUNDATION>","","<QNH001>"
"DUAS FORME AND FAMILY","book","","","","","","","","English","","","","","","<DR TAHIR ARSHED>","","<PER077>"
"THE PROPHETS STORIES","book","","","","","","","","English","","","","","","<AL SAADAWI PUBLICATION>","","<PER076>"
"MUSA UPON WHOM BE PEACE THE SPOKEN TO","book","","","","","","","","English","","","","","","<AL SAADAWI PUBLICATION>","","<PER075>"
"THE PROPHETS STORIES","book","","","","","","","","English","","","","","","<AL SAADAWI PUBLICATION>","","<PER074>"
"THE PROPHETS STORIES","book","","","","","","","","English","","","","","","<AL SAADAWI PUBLICATION>","","<PER073>"
"JALALUDIN AKBAR","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER072>"
"SHAM I HAMDARD","book","","","","","","","","English","","","","","","<G ALLANA>","","<PER071>"
"MAXIMS OF ALI","book","","","","","","","","English","","","","","","<ASHAF PUBLICATION>","","<PER070>"
"HAZRAT DAWOOD AS","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER069>"
"HAZRAT MUSA AS","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER068>"
"SALUDDIN AYUBI","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER067>"
"HAZRAT NOOH AS","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER066>"
"SULTAN MAHMOOD JAZNAWI","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER065>"
"TIPO SULTAN","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER064>"
"TAIHMOOR LING","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER063>"
"SHAH JAHAN","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER062>"
"HAZRAT IBRAHIM AS","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER061>"
"NIPOLAN","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER060>"
"HAZART LOOT AS","book","","","","","","","","English","","","","","","<ASLAM RAHI>","","<PER059>"
"ARISTOTLE","book","","","","","","","","English","","","","","","<JONATHAN BARNES>","","<PER058>"
"BUSINESS AT SPEED OF THOUGHT","book","","","","","","","","English","","","","","","<BILL GATES>","","<PER057>"
"THE PROPHET","book","","","","","","","","English","","","","","","<KAHLIL GIBRAN>","","<PER056>"
"AL MUAYYAD FID DIN","book","","","","","","","","English","","","","","","<PRO JAWAD>","","<PER055>"
"WHO IS MARTIN LUTHER KING JR","book","","","","","","","","English","","","","","","<TED HAMMOND>","","<PER054>"
"WHO WAS ALBERT EINSTEIN","book","","","","","","","","English","","","","","","<TED HAMMOND>","","<PER053>"
"WHO IS MUHAMMAD ALI","book","","","","","","","","English","","","","","","<TED HAMMOND>","","<PER052>"
"WHO IS BILL GATES","book","","","","","","","","English","","","","","","<TED HAMMOND>","","<PER051>"
"WHO WAS LEONARDO DA VINCI","book","","","","","","","","English","","","","","","<ROBERTA EDWARDS>","","<PER050>"
"HASSAN BIN SABAH","book","","","","","","","","","","","","","","<PROFESSOR JAWAD>","","<PER049>"
"UMAR FAROOQ","book","","","","","","","","","","","","","","<PROFESSOR KHALID PERVEZ>","","<PER048>"
"HASSAN BIN SABAH","book","","","","","","","","","","","","","","<PROFESSOR JAWAD>","","<PER047>"
"ALI","book","","","","","","","","","","","","","","<PROFESSOR KHALID PERVEZ>","","<PER046>"
"ABU BAKR","book","","","","","","","","","","","","","","<PROFESSOR KHALID PERVEZ>","","<PER045>"
"MUHAMMAD THE EDUCATOR","book","","","","","","","","English","","","","","","<INSTITUTE OF ISLAMIC CULTURE>","","<PER044>"
"PURNAS KARIM AGA KHAN","book","","","","","","","","","","","","","","<PROFESSOR KHALID PERVEZ>","","<PER043>"
"PURNAS KARIM AGA KHAN","book","","","","","","","","","","","","","","<PROFESSOR KHALID PERVEZ>","","<PER042>"
"WHO WAS MARCO POLO","book","","","","","","","","English","","","","","","<JOAN HOLUB>","","<PER041>"
"WHO WAS NELSON MANDELA","book","","","","","","","","English","","","","","","<STEPHEN MARCHEST>","","<PER040>"
"WHO WAS NEIL ARMSTRONG","book","","","","","","","","English","","","","","","<STEPHEN MARCHEST>","","<PER039>"
"ULUGH BEG","book","","","","","","","","English","","","","","","<TEH SHARIFUDDIN>","","<PER038>"
"AL KINDI","book","","","","","","","","English","","","","","","<TEH SHARIFUDDIN>","","<PER037>"
"AL RAZI","book","","","","","","","","English","","","","","","<TEH SHARIFUDDIN>","","<PER036>"
"AL KASHI","book","","","","","","","","English","","","","","","<TEH SHARIFUDDIN>","","<PER035>"
"AL KHARIZMI","book","","","","","","","","English","","","","","","<TEH SHARIFUDDIN>","","<PER034>"
"AZ ZAHRAWI","book","","","","","","","","English","","","","","","<TEH SHARIFUDDIN>","","<PER033>"
"AL HAYTHAM","book","","","","","","","","English","","","","","","<TEH SHARIFUDDIN>","","<PER032>"
"AL KARAJI","book","","","","","","","","English","","","","","","<TEH SHARIFUDDIN>","","<PER031>"
"THE LAST PROPHET AND HIS TEACHINGS","book","","","","","","","","English","","","","","","<ABDUL MAJEED>","","<PER030>"
"MRS MARCO POLO REMEMBERS","book","","","","","","","","English","","","","","","<MARY PARKER DUNNING>","","<PER029>"
"MAULANA RUMM","book","","","","","","","","","","","","","","<MUALANA SHABI NOMANI>","","<PER028>"
"USMAN GANI RA","book","","","","","","","","","","","","","","<PROFESSOR KHALID PERVEZ>","","<PER027>"
